id,listing_url,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_value
683374320965587016,https://www.airbnb.com/rooms/683374320965587016,2.0,8.0,$560.00,0,,,
683423523964527215,https://www.airbnb.com/rooms/683423523964527215,2.0,2.0,$103.00,1,5.0,5.0,4.0
683465997105039000,https://www.airbnb.com/rooms/683465997105039000,2.0,2.0,$167.00,8,5.0,5.0,5.0
683587975207721318,https://www.airbnb.com/rooms/683587975207721318,2.0,3.0,$100.00,7,4.43,4.57,4.57
683717604869580079,https://www.airbnb.com/rooms/683717604869580079,1.0,1.0,$186.00,23,4.7,4.7,4.74
683780817902863755,https://www.airbnb.com/rooms/683780817902863755,1.0,2.0,$163.00,23,4.65,4.65,4.57
683931386070138365,https://www.airbnb.com/rooms/683931386070138365,1.0,1.0,$235.00,6,4.33,4.67,4.33
683983038000087727,https://www.airbnb.com/rooms/683983038000087727,1.0,1.0,$66.00,2,5.0,5.0,5.0
684011251551166180,https://www.airbnb.com/rooms/684011251551166180,1.0,1.0,$80.00,2,5.0,5.0,5.0
684025115523024890,https://www.airbnb.com/rooms/684025115523024890,2.0,3.0,$295.00,0,,,
684029416180534659,https://www.airbnb.com/rooms/684029416180534659,1.0,1.0,$175.00,12,5.0,5.0,4.92
684055384922737805,https://www.airbnb.com/rooms/684055384922737805,3.0,3.0,$149.00,9,5.0,5.0,4.78
684137686945583622,https://www.airbnb.com/rooms/684137686945583622,2.0,2.0,$151.00,9,5.0,5.0,5.0
684169944199144004,https://www.airbnb.com/rooms/684169944199144004,2.0,4.0,$155.00,0,,,
684310890065661895,https://www.airbnb.com/rooms/684310890065661895,2.0,3.0,$228.00,19,5.0,5.0,4.84
684689420923955174,https://www.airbnb.com/rooms/684689420923955174,3.0,3.0,$228.00,0,,,
684724534791678876,https://www.airbnb.com/rooms/684724534791678876,5.0,8.0,$734.00,0,,,
684737100925945363,https://www.airbnb.com/rooms/684737100925945363,2.0,2.0,$214.00,29,4.93,4.97,4.9
684784295113834404,https://www.airbnb.com/rooms/684784295113834404,1.0,1.0,$84.00,1,5.0,4.0,5.0
684908493965228417,https://www.airbnb.com/rooms/684908493965228417,4.0,6.0,$480.00,14,5.0,5.0,4.93
684957442095738585,https://www.airbnb.com/rooms/684957442095738585,4.0,3.0,$365.00,1,5.0,5.0,5.0
684978819010951933,https://www.airbnb.com/rooms/684978819010951933,3.0,3.0,$177.00,5,5.0,5.0,4.8
684985868335330488,https://www.airbnb.com/rooms/684985868335330488,2.0,3.0,$292.00,39,4.97,4.95,4.87
684990888603975940,https://www.airbnb.com/rooms/684990888603975940,4.0,6.0,$411.00,5,5.0,5.0,5.0
685063944466451886,https://www.airbnb.com/rooms/685063944466451886,1.0,2.0,$89.00,20,4.9,4.85,4.85
685078233761281437,https://www.airbnb.com/rooms/685078233761281437,3.0,3.0,$231.00,42,4.95,4.93,4.95
685333616181069703,https://www.airbnb.com/rooms/685333616181069703,1.0,1.0,$157.00,8,4.88,4.88,5.0
685378113848318689,https://www.airbnb.com/rooms/685378113848318689,1.0,2.0,$216.00,11,4.91,4.73,5.0
685411511529803353,https://www.airbnb.com/rooms/685411511529803353,4.0,4.0,$450.00,3,5.0,5.0,5.0
685424657777518632,https://www.airbnb.com/rooms/685424657777518632,1.0,2.0,$82.00,16,4.31,4.63,4.56
685442132966302441,https://www.airbnb.com/rooms/685442132966302441,2.0,2.0,$199.00,6,4.17,4.67,4.33
685457850699664185,https://www.airbnb.com/rooms/685457850699664185,1.0,1.0,$121.00,0,,,
685460864357978151,https://www.airbnb.com/rooms/685460864357978151,1.0,1.0,$49.00,2,3.0,3.0,3.0
685508530969067590,https://www.airbnb.com/rooms/685508530969067590,2.0,3.0,$242.00,15,4.53,4.4,4.33
685526072540174911,https://www.airbnb.com/rooms/685526072540174911,4.0,5.0,$193.00,36,4.97,4.94,4.94
685529181499073927,https://www.airbnb.com/rooms/685529181499073927,2.0,2.0,$441.00,4,4.5,4.5,4.5
685580304882706113,https://www.airbnb.com/rooms/685580304882706113,1.0,4.0,$125.00,10,4.9,5.0,4.7
685580673929920574,https://www.airbnb.com/rooms/685580673929920574,2.0,2.0,$231.00,8,5.0,4.75,4.88
685584324150054645,https://www.airbnb.com/rooms/685584324150054645,3.0,3.0,$642.00,7,5.0,5.0,4.86
685586053466846521,https://www.airbnb.com/rooms/685586053466846521,1.0,1.0,$141.00,17,5.0,5.0,4.94
685588042037146793,https://www.airbnb.com/rooms/685588042037146793,4.0,4.0,$383.00,32,5.0,5.0,4.97
685597510334791953,https://www.airbnb.com/rooms/685597510334791953,1.0,1.0,$86.00,3,4.67,4.67,4.67
685659372017936586,https://www.airbnb.com/rooms/685659372017936586,,1.0,$103.00,20,4.7,4.8,4.75
685664543608992327,https://www.airbnb.com/rooms/685664543608992327,1.0,1.0,$96.00,16,4.81,4.88,5.0
685919551733839951,https://www.airbnb.com/rooms/685919551733839951,4.0,5.0,$314.00,12,5.0,4.92,4.92
686065896727416656,https://www.airbnb.com/rooms/686065896727416656,3.0,4.0,$350.00,0,,,
686152440481822543,https://www.airbnb.com/rooms/686152440481822543,1.0,2.0,$206.00,12,4.42,4.67,4.33
686156429845063632,https://www.airbnb.com/rooms/686156429845063632,1.0,1.0,$42.00,1,4.0,5.0,4.0
686236317617366145,https://www.airbnb.com/rooms/686236317617366145,1.0,1.0,$136.00,0,,,
686253104606883279,https://www.airbnb.com/rooms/686253104606883279,2.0,2.0,$140.00,20,4.05,4.1,4.2
686253107927499133,https://www.airbnb.com/rooms/686253107927499133,1.0,1.0,$129.00,34,4.62,4.68,4.65
686282597617322813,https://www.airbnb.com/rooms/686282597617322813,2.0,2.0,$139.00,0,,,
686285737837544234,https://www.airbnb.com/rooms/686285737837544234,3.0,3.0,$411.00,8,5.0,5.0,4.88
686355154274702141,https://www.airbnb.com/rooms/686355154274702141,1.0,1.0,$302.00,0,,,
686474652355645967,https://www.airbnb.com/rooms/686474652355645967,3.0,4.0,$136.00,19,4.63,4.53,4.74
686553846090189971,https://www.airbnb.com/rooms/686553846090189971,3.0,4.0,$241.00,11,4.36,4.73,4.55
686652552857875916,https://www.airbnb.com/rooms/686652552857875916,1.0,1.0,$156.00,0,,,
686655057444289328,https://www.airbnb.com/rooms/686655057444289328,1.0,1.0,$151.00,0,,,
686771172172978348,https://www.airbnb.com/rooms/686771172172978348,3.0,4.0,$278.00,3,5.0,5.0,5.0
686835314707153725,https://www.airbnb.com/rooms/686835314707153725,4.0,4.0,$156.00,7,4.71,4.71,4.43
686862842789302218,https://www.airbnb.com/rooms/686862842789302218,4.0,4.0,$500.00,0,,,
686878844611622221,https://www.airbnb.com/rooms/686878844611622221,4.0,4.0,$712.00,6,5.0,5.0,5.0
686893963514622006,https://www.airbnb.com/rooms/686893963514622006,4.0,9.0,$384.00,29,4.93,4.93,4.97
686909581428376636,https://www.airbnb.com/rooms/686909581428376636,3.0,3.0,$154.00,28,4.82,4.93,4.96
687009972714482734,https://www.airbnb.com/rooms/687009972714482734,3.0,2.0,$84.00,1,4.0,3.0,5.0
687021921482340757,https://www.airbnb.com/rooms/687021921482340757,1.0,1.0,$119.00,31,4.97,5.0,5.0
687030675322114011,https://www.airbnb.com/rooms/687030675322114011,1.0,1.0,$172.00,8,4.88,5.0,4.88
687035957527738774,https://www.airbnb.com/rooms/687035957527738774,1.0,1.0,$50.00,1,5.0,5.0,5.0
687444790585704627,https://www.airbnb.com/rooms/687444790585704627,2.0,3.0,$799.00,0,,,
687521347306217590,https://www.airbnb.com/rooms/687521347306217590,2.0,3.0,$165.00,11,4.55,4.18,4.36
687539400237881739,https://www.airbnb.com/rooms/687539400237881739,3.0,3.0,$226.00,12,5.0,5.0,5.0
687716690692671091,https://www.airbnb.com/rooms/687716690692671091,3.0,4.0,$1816.00,5,5.0,5.0,5.0
687861116281380707,https://www.airbnb.com/rooms/687861116281380707,4.0,3.0,$240.00,1,5.0,5.0,5.0
688021998503167816,https://www.airbnb.com/rooms/688021998503167816,2.0,9.0,$379.00,33,4.88,4.88,4.91
688106708717554754,https://www.airbnb.com/rooms/688106708717554754,2.0,2.0,$200.00,1,5.0,5.0,5.0
688204710902648318,https://www.airbnb.com/rooms/688204710902648318,4.0,4.0,$464.00,14,5.0,5.0,4.86
688296678782389067,https://www.airbnb.com/rooms/688296678782389067,1.0,1.0,$59.00,0,,,
688317640735038111,https://www.airbnb.com/rooms/688317640735038111,1.0,2.0,$107.00,3,5.0,5.0,5.0
688325693123237651,https://www.airbnb.com/rooms/688325693123237651,2.0,2.0,$119.00,3,5.0,5.0,5.0
688646989581707636,https://www.airbnb.com/rooms/688646989581707636,1.0,1.0,$98.00,46,4.98,5.0,5.0
688817885563912150,https://www.airbnb.com/rooms/688817885563912150,1.0,4.0,$166.00,43,4.91,4.95,4.77
688907403048639392,https://www.airbnb.com/rooms/688907403048639392,1.0,1.0,$121.00,0,,,
688943139938134008,https://www.airbnb.com/rooms/688943139938134008,2.0,3.0,$215.00,34,4.85,4.88,4.88
688995110628879396,https://www.airbnb.com/rooms/688995110628879396,1.0,2.0,$124.00,8,4.75,4.88,5.0
689023997987003668,https://www.airbnb.com/rooms/689023997987003668,4.0,5.0,$521.00,0,,,
689025902028130021,https://www.airbnb.com/rooms/689025902028130021,2.0,2.0,$128.00,0,,,
689117171183926773,https://www.airbnb.com/rooms/689117171183926773,3.0,6.0,$578.00,3,4.67,5.0,4.67
689170047946954655,https://www.airbnb.com/rooms/689170047946954655,3.0,3.0,$462.00,0,,,
689180699248039236,https://www.airbnb.com/rooms/689180699248039236,1.0,2.0,$180.00,10,4.3,4.5,4.4
689189292021695610,https://www.airbnb.com/rooms/689189292021695610,1.0,1.0,$150.00,3,5.0,4.67,5.0
689312320078562162,https://www.airbnb.com/rooms/689312320078562162,1.0,1.0,$95.00,7,5.0,5.0,4.86
689314994665010209,https://www.airbnb.com/rooms/689314994665010209,1.0,1.0,$73.00,5,5.0,5.0,5.0
689333186270773564,https://www.airbnb.com/rooms/689333186270773564,2.0,2.0,$153.00,11,4.82,4.91,4.64
689687567413312639,https://www.airbnb.com/rooms/689687567413312639,1.0,2.0,$203.00,8,4.63,4.5,4.5
689693841311315929,https://www.airbnb.com/rooms/689693841311315929,2.0,2.0,$140.00,36,4.86,4.89,4.83
689721995294292320,https://www.airbnb.com/rooms/689721995294292320,,1.0,$250.00,2,4.5,4.5,4.5
689773525695596731,https://www.airbnb.com/rooms/689773525695596731,2.0,3.0,$1299.00,0,,,
689806352012558318,https://www.airbnb.com/rooms/689806352012558318,2.0,3.0,$749.00,0,,,
689811739010911897,https://www.airbnb.com/rooms/689811739010911897,2.0,4.0,$202.00,25,4.8,4.76,4.84
689816935936640625,https://www.airbnb.com/rooms/689816935936640625,2.0,4.0,$145.00,24,5.0,4.92,4.92
689828220112367064,https://www.airbnb.com/rooms/689828220112367064,4.0,8.0,$808.00,7,5.0,5.0,5.0
689840684533836623,https://www.airbnb.com/rooms/689840684533836623,2.0,2.0,$392.00,11,4.73,4.82,4.45
689855194014472844,https://www.airbnb.com/rooms/689855194014472844,2.0,3.0,$799.00,1,5.0,5.0,5.0
689862671863608138,https://www.airbnb.com/rooms/689862671863608138,2.0,2.0,$99.00,1,5.0,5.0,5.0
689889012639406544,https://www.airbnb.com/rooms/689889012639406544,3.0,3.0,$250.00,1,4.0,5.0,4.0
689892470731551924,https://www.airbnb.com/rooms/689892470731551924,1.0,2.0,$78.00,28,4.61,4.71,4.61
689895893761817749,https://www.airbnb.com/rooms/689895893761817749,4.0,6.0,$330.00,21,4.95,5.0,4.9
689919830239899978,https://www.airbnb.com/rooms/689919830239899978,1.0,2.0,$130.00,21,4.95,5.0,4.95
689919992222562774,https://www.airbnb.com/rooms/689919992222562774,1.0,1.0,$132.00,29,4.83,4.86,4.76
689920220826297863,https://www.airbnb.com/rooms/689920220826297863,1.0,1.0,$130.00,18,4.83,4.89,4.72
689920352245020300,https://www.airbnb.com/rooms/689920352245020300,1.0,1.0,$132.00,16,4.81,5.0,4.69
689920458757734943,https://www.airbnb.com/rooms/689920458757734943,1.0,1.0,$130.00,24,5.0,4.96,4.88
689949421598780188,https://www.airbnb.com/rooms/689949421598780188,1.0,1.0,$225.00,10,5.0,5.0,5.0
690046935596682052,https://www.airbnb.com/rooms/690046935596682052,2.0,3.0,$347.00,37,4.86,4.92,4.89
690079669326713545,https://www.airbnb.com/rooms/690079669326713545,1.0,1.0,$1245.00,0,,,
690178884398565012,https://www.airbnb.com/rooms/690178884398565012,3.0,4.0,$117.00,5,5.0,4.8,4.8
690387056460632540,https://www.airbnb.com/rooms/690387056460632540,1.0,1.0,$132.00,13,4.54,4.69,4.23
690394699146343818,https://www.airbnb.com/rooms/690394699146343818,1.0,1.0,$200.00,0,,,
690398688103097076,https://www.airbnb.com/rooms/690398688103097076,4.0,4.0,$258.00,9,4.67,4.67,4.56
690404782612781467,https://www.airbnb.com/rooms/690404782612781467,2.0,2.0,$142.00,55,4.85,4.87,4.85
690432869060329105,https://www.airbnb.com/rooms/690432869060329105,5.0,5.0,$735.00,0,,,
690449329422622920,https://www.airbnb.com/rooms/690449329422622920,3.0,3.0,$202.00,4,5.0,5.0,4.75
690451859080637947,https://www.airbnb.com/rooms/690451859080637947,4.0,4.0,$329.00,2,5.0,5.0,5.0
690514425989501753,https://www.airbnb.com/rooms/690514425989501753,1.0,1.0,$188.00,8,5.0,5.0,5.0
690524858599178439,https://www.airbnb.com/rooms/690524858599178439,1.0,1.0,$204.00,29,4.76,5.0,4.72
690588891749820748,https://www.airbnb.com/rooms/690588891749820748,5.0,4.0,$860.00,7,5.0,5.0,5.0
690601960513504768,https://www.airbnb.com/rooms/690601960513504768,3.0,3.0,$336.00,16,4.94,4.94,4.88
690732234768324151,https://www.airbnb.com/rooms/690732234768324151,4.0,5.0,$311.00,8,5.0,5.0,5.0
690766934846185163,https://www.airbnb.com/rooms/690766934846185163,1.0,1.0,$60.00,0,,,
690817504766316416,https://www.airbnb.com/rooms/690817504766316416,4.0,7.0,$1076.00,6,4.83,4.83,5.0
691028198012858916,https://www.airbnb.com/rooms/691028198012858916,3.0,1.0,$29.00,0,,,
691033642954379021,https://www.airbnb.com/rooms/691033642954379021,3.0,1.0,$68.00,0,,,
691037373189088479,https://www.airbnb.com/rooms/691037373189088479,4.0,1.0,$36.00,0,,,
691039561985457783,https://www.airbnb.com/rooms/691039561985457783,3.0,1.0,$53.00,0,,,
691042408689066265,https://www.airbnb.com/rooms/691042408689066265,3.0,1.0,$30.00,0,,,
691058921296651190,https://www.airbnb.com/rooms/691058921296651190,3.0,1.0,$36.00,0,,,
691061061858709323,https://www.airbnb.com/rooms/691061061858709323,4.0,1.0,$37.00,1,1.0,3.0,2.0
691063228961425320,https://www.airbnb.com/rooms/691063228961425320,3.0,1.0,$34.00,0,,,
691091705266082203,https://www.airbnb.com/rooms/691091705266082203,3.0,1.0,$74.00,0,,,
691168067874566680,https://www.airbnb.com/rooms/691168067874566680,3.0,4.0,$327.00,12,5.0,5.0,5.0
691255127706208969,https://www.airbnb.com/rooms/691255127706208969,3.0,4.0,$362.00,8,5.0,5.0,5.0
691298631988481859,https://www.airbnb.com/rooms/691298631988481859,3.0,3.0,$375.00,8,4.88,5.0,4.88
691315777010081155,https://www.airbnb.com/rooms/691315777010081155,3.0,3.0,$118.00,14,4.93,4.93,5.0
691371171411551921,https://www.airbnb.com/rooms/691371171411551921,3.0,3.0,$379.00,1,5.0,5.0,5.0
691444436777419757,https://www.airbnb.com/rooms/691444436777419757,1.0,2.0,$249.00,5,5.0,5.0,5.0
691771125101132398,https://www.airbnb.com/rooms/691771125101132398,2.0,2.0,$166.00,0,,,
691806839476158828,https://www.airbnb.com/rooms/691806839476158828,3.0,8.0,$330.00,31,4.94,4.97,4.81
691966910150870405,https://www.airbnb.com/rooms/691966910150870405,2.0,2.0,$208.00,8,4.88,5.0,4.63
691983525712426533,https://www.airbnb.com/rooms/691983525712426533,1.0,1.0,$151.00,0,,,
692002219676854823,https://www.airbnb.com/rooms/692002219676854823,2.0,2.0,$242.00,1,5.0,5.0,4.0
692038402988585655,https://www.airbnb.com/rooms/692038402988585655,3.0,3.0,$235.00,12,4.83,4.83,4.67
692066854874797187,https://www.airbnb.com/rooms/692066854874797187,2.0,3.0,$491.00,4,5.0,5.0,4.5
692146116645164053,https://www.airbnb.com/rooms/692146116645164053,1.0,2.0,$163.00,29,4.76,4.79,4.45
692569860134352487,https://www.airbnb.com/rooms/692569860134352487,1.0,1.0,$65.00,3,5.0,5.0,5.0
692658578062368728,https://www.airbnb.com/rooms/692658578062368728,1.0,1.0,$132.00,25,4.92,5.0,4.72
692658686190473224,https://www.airbnb.com/rooms/692658686190473224,1.0,2.0,$130.00,25,4.72,4.92,4.72
692658822280888412,https://www.airbnb.com/rooms/692658822280888412,1.0,1.0,$130.00,16,5.0,5.0,5.0
692658983140544006,https://www.airbnb.com/rooms/692658983140544006,1.0,1.0,$130.00,28,5.0,5.0,4.89
692659030254892495,https://www.airbnb.com/rooms/692659030254892495,1.0,1.0,$130.00,15,4.87,4.93,4.93
692818716505202665,https://www.airbnb.com/rooms/692818716505202665,2.0,1.0,$247.00,20,4.9,4.9,4.9
692839355754611126,https://www.airbnb.com/rooms/692839355754611126,2.0,1.0,$120.00,3,5.0,5.0,5.0
692839762254646488,https://www.airbnb.com/rooms/692839762254646488,1.0,1.0,$114.00,19,4.95,4.95,4.89
692874190369686317,https://www.airbnb.com/rooms/692874190369686317,1.0,1.0,$119.00,0,,,
692905940146537729,https://www.airbnb.com/rooms/692905940146537729,1.0,1.0,$115.00,0,,,
692917584768101797,https://www.airbnb.com/rooms/692917584768101797,2.0,1.0,$366.00,7,4.71,4.71,4.57
692990298812678965,https://www.airbnb.com/rooms/692990298812678965,2.0,2.0,$276.00,14,5.0,5.0,5.0
692991108952937550,https://www.airbnb.com/rooms/692991108952937550,1.0,3.0,$109.00,23,4.78,4.87,4.83
693009793218642374,https://www.airbnb.com/rooms/693009793218642374,1.0,1.0,$118.00,0,,,
693037021959212211,https://www.airbnb.com/rooms/693037021959212211,1.0,2.0,$118.00,0,,,
693048786488619927,https://www.airbnb.com/rooms/693048786488619927,1.0,1.0,$119.00,1,2.0,3.0,3.0
693430289301574404,https://www.airbnb.com/rooms/693430289301574404,3.0,3.0,$298.00,2,5.0,5.0,4.5
693490418338786112,https://www.airbnb.com/rooms/693490418338786112,3.0,3.0,$172.00,0,,,
693511412657709588,https://www.airbnb.com/rooms/693511412657709588,4.0,4.0,$2821.00,0,,,
693630223065325795,https://www.airbnb.com/rooms/693630223065325795,3.0,3.0,$686.00,1,5.0,5.0,5.0
693642058002252252,https://www.airbnb.com/rooms/693642058002252252,3.0,3.0,$999.00,1,5.0,5.0,5.0
693657091813378358,https://www.airbnb.com/rooms/693657091813378358,2.0,2.0,$451.00,31,5.0,4.97,4.9
693662016295846366,https://www.airbnb.com/rooms/693662016295846366,4.0,9.0,$162.00,14,4.86,5.0,4.79
693671337330006004,https://www.airbnb.com/rooms/693671337330006004,1.0,1.0,$127.00,18,5.0,5.0,5.0
693678450503728954,https://www.airbnb.com/rooms/693678450503728954,3.0,4.0,$472.00,1,5.0,5.0,5.0
693690402505252838,https://www.airbnb.com/rooms/693690402505252838,1.0,1.0,$91.00,24,4.96,5.0,4.92
693696554255041237,https://www.airbnb.com/rooms/693696554255041237,1.0,1.0,$119.00,3,5.0,5.0,5.0
694026851971305371,https://www.airbnb.com/rooms/694026851971305371,3.0,4.0,$175.00,12,5.0,5.0,5.0
694030414975445498,https://www.airbnb.com/rooms/694030414975445498,2.0,2.0,$266.00,31,4.9,4.87,4.84
694049962564641043,https://www.airbnb.com/rooms/694049962564641043,1.0,1.0,$122.00,5,4.0,5.0,4.2
694084382832092391,https://www.airbnb.com/rooms/694084382832092391,4.0,5.0,$489.00,10,4.9,5.0,4.8
694090390968780453,https://www.airbnb.com/rooms/694090390968780453,1.0,1.0,$273.00,3,5.0,5.0,5.0
694120606353749001,https://www.airbnb.com/rooms/694120606353749001,3.0,2.0,$347.00,3,4.33,4.33,4.0
694126907850636422,https://www.airbnb.com/rooms/694126907850636422,2.0,2.0,$208.00,21,4.52,4.71,4.57
694127699354279181,https://www.airbnb.com/rooms/694127699354279181,2.0,2.0,$168.00,9,4.89,5.0,4.78
694141993785786713,https://www.airbnb.com/rooms/694141993785786713,1.0,1.0,$95.00,8,5.0,5.0,5.0
694153281429619460,https://www.airbnb.com/rooms/694153281429619460,2.0,2.0,$178.00,9,4.78,4.78,4.89
694214369494001166,https://www.airbnb.com/rooms/694214369494001166,3.0,5.0,$537.00,3,5.0,5.0,5.0
694262283678984357,https://www.airbnb.com/rooms/694262283678984357,1.0,1.0,$45.00,0,,,
694267099684696818,https://www.airbnb.com/rooms/694267099684696818,1.0,1.0,$49.00,0,,,
694348422804597519,https://www.airbnb.com/rooms/694348422804597519,2.0,3.0,$214.00,23,4.78,4.78,4.61
694386118738059656,https://www.airbnb.com/rooms/694386118738059656,1.0,1.0,$111.00,18,4.89,4.94,4.83
694399662267272213,https://www.airbnb.com/rooms/694399662267272213,2.0,2.0,$161.00,1,5.0,5.0,5.0
694405559056447636,https://www.airbnb.com/rooms/694405559056447636,1.0,2.0,$196.00,3,5.0,5.0,4.33
694437964396344705,https://www.airbnb.com/rooms/694437964396344705,4.0,6.0,$271.00,20,4.95,4.95,5.0
694463095120374885,https://www.airbnb.com/rooms/694463095120374885,1.0,1.0,$107.00,17,4.88,5.0,4.88
694807902450632521,https://www.airbnb.com/rooms/694807902450632521,1.0,2.0,$171.00,15,4.33,4.4,4.4
694811299650757403,https://www.airbnb.com/rooms/694811299650757403,3.0,3.0,$269.00,1,5.0,5.0,5.0
694840548795892287,https://www.airbnb.com/rooms/694840548795892287,5.0,7.0,$1200.00,1,5.0,5.0,5.0
694863616335903234,https://www.airbnb.com/rooms/694863616335903234,1.0,1.0,$111.00,17,4.88,4.88,4.71
694875055932072742,https://www.airbnb.com/rooms/694875055932072742,3.0,5.0,$2500.00,7,4.57,4.43,4.29
694875869750928847,https://www.airbnb.com/rooms/694875869750928847,1.0,1.0,$54.00,5,5.0,5.0,4.6
694881145522678758,https://www.airbnb.com/rooms/694881145522678758,1.0,1.0,$100.00,18,4.78,4.94,4.5
694892127643984481,https://www.airbnb.com/rooms/694892127643984481,1.0,1.0,$88.00,11,4.55,4.64,4.45
694900304866990374,https://www.airbnb.com/rooms/694900304866990374,1.0,1.0,$62.00,16,4.94,4.88,4.81
694938934805504578,https://www.airbnb.com/rooms/694938934805504578,1.0,1.0,$123.00,7,5.0,5.0,5.0
694964530126844134,https://www.airbnb.com/rooms/694964530126844134,3.0,3.0,$234.00,20,4.95,4.95,4.9
694992096498657569,https://www.airbnb.com/rooms/694992096498657569,1.0,1.0,$128.00,1,1.0,1.0,1.0
695005403416777856,https://www.airbnb.com/rooms/695005403416777856,2.0,2.0,$183.00,18,4.89,5.0,4.78
695084229515230189,https://www.airbnb.com/rooms/695084229515230189,4.0,5.0,$493.00,30,4.97,4.97,4.83
695152861907597193,https://www.airbnb.com/rooms/695152861907597193,2.0,4.0,$152.00,20,4.9,4.95,4.75
695204849118819699,https://www.airbnb.com/rooms/695204849118819699,2.0,3.0,$232.00,18,5.0,4.89,4.72
695214753459404700,https://www.airbnb.com/rooms/695214753459404700,2.0,2.0,$129.00,1,5.0,5.0,5.0
695225367305193591,https://www.airbnb.com/rooms/695225367305193591,2.0,3.0,$126.00,14,4.86,4.79,4.71
695283718954322672,https://www.airbnb.com/rooms/695283718954322672,1.0,1.0,$140.00,3,5.0,5.0,5.0
695319651368530097,https://www.airbnb.com/rooms/695319651368530097,1.0,1.0,$262.00,0,,,
695322164687661328,https://www.airbnb.com/rooms/695322164687661328,1.0,1.0,$140.00,0,,,
695418482393026528,https://www.airbnb.com/rooms/695418482393026528,3.0,4.0,$233.00,9,5.0,4.89,4.78
695515675284676182,https://www.airbnb.com/rooms/695515675284676182,3.0,3.0,$1999.00,0,,,
695518860725261822,https://www.airbnb.com/rooms/695518860725261822,2.0,2.0,$786.00,2,5.0,5.0,5.0
695571601164535653,https://www.airbnb.com/rooms/695571601164535653,2.0,3.0,$114.00,6,4.17,4.17,4.17
695625533121844669,https://www.airbnb.com/rooms/695625533121844669,2.0,2.0,$84.00,10,4.5,4.6,4.5
695652369324767052,https://www.airbnb.com/rooms/695652369324767052,4.0,5.0,$1400.00,0,,,
695718136075127698,https://www.airbnb.com/rooms/695718136075127698,3.0,4.0,$244.00,3,5.0,5.0,5.0
695826126526475356,https://www.airbnb.com/rooms/695826126526475356,2.0,2.0,$278.00,13,5.0,4.92,4.92
695854646959240911,https://www.airbnb.com/rooms/695854646959240911,2.0,2.0,$143.00,0,,,
695895455776065145,https://www.airbnb.com/rooms/695895455776065145,3.0,2.0,$225.00,0,,,
695936751190341526,https://www.airbnb.com/rooms/695936751190341526,1.0,1.0,$107.00,13,4.69,4.85,4.46
695972412089051977,https://www.airbnb.com/rooms/695972412089051977,,1.0,$97.00,4,5.0,5.0,5.0
696062050490880598,https://www.airbnb.com/rooms/696062050490880598,1.0,1.0,$196.00,0,,,
696373236867485290,https://www.airbnb.com/rooms/696373236867485290,2.0,3.0,$360.00,0,,,
696395385076063142,https://www.airbnb.com/rooms/696395385076063142,3.0,4.0,$180.00,18,4.22,4.33,4.11
696395560739866512,https://www.airbnb.com/rooms/696395560739866512,1.0,2.0,$171.00,37,4.35,4.57,4.43
696395915148424778,https://www.airbnb.com/rooms/696395915148424778,4.0,4.0,$240.00,22,4.55,4.45,4.5
696395915649243919,https://www.airbnb.com/rooms/696395915649243919,2.0,3.0,$198.00,23,4.3,4.3,4.04
696486514416119394,https://www.airbnb.com/rooms/696486514416119394,,1.0,$103.00,13,4.85,4.69,4.62
696521883946577784,https://www.airbnb.com/rooms/696521883946577784,2.0,3.0,$414.00,0,,,
696534020635674511,https://www.airbnb.com/rooms/696534020635674511,3.0,3.0,$340.00,11,5.0,5.0,4.82
696576290163722477,https://www.airbnb.com/rooms/696576290163722477,,1.0,$103.00,19,4.63,4.68,4.63
696584756713346741,https://www.airbnb.com/rooms/696584756713346741,2.0,2.0,$120.00,0,,,
696999555191554340,https://www.airbnb.com/rooms/696999555191554340,1.0,1.0,$119.00,11,4.91,5.0,5.0
697193275712302835,https://www.airbnb.com/rooms/697193275712302835,1.0,1.0,$178.00,7,4.86,4.86,4.71
697217638318108132,https://www.airbnb.com/rooms/697217638318108132,1.0,2.0,$117.00,27,4.41,4.56,4.41
697220880859738731,https://www.airbnb.com/rooms/697220880859738731,3.0,3.0,$290.00,20,4.95,4.95,4.95
697311524396099328,https://www.airbnb.com/rooms/697311524396099328,2.0,2.0,$139.00,12,4.83,5.0,4.92
697316005746793929,https://www.airbnb.com/rooms/697316005746793929,1.0,1.0,$132.00,4,4.75,5.0,4.75
697658628877734308,https://www.airbnb.com/rooms/697658628877734308,1.0,1.0,$175.00,1,2.0,1.0,3.0
697669884851089494,https://www.airbnb.com/rooms/697669884851089494,4.0,9.0,$585.00,19,4.95,5.0,4.95
697733858359782020,https://www.airbnb.com/rooms/697733858359782020,1.0,2.0,$225.00,0,,,
697780016666781731,https://www.airbnb.com/rooms/697780016666781731,1.0,1.0,$425.00,1,5.0,5.0,5.0
697795091593062235,https://www.airbnb.com/rooms/697795091593062235,1.0,1.0,$111.00,18,4.83,4.83,4.89
697800385750198176,https://www.airbnb.com/rooms/697800385750198176,2.0,2.0,$850.00,0,,,
697938463413337843,https://www.airbnb.com/rooms/697938463413337843,3.0,4.0,$188.00,17,4.94,5.0,5.0
697959635859308532,https://www.airbnb.com/rooms/697959635859308532,3.0,4.0,$206.00,1,5.0,5.0,5.0
