id,listing_url,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_value
5456,https://www.airbnb.com/rooms/5456,1.0,2.0,$176.00,630,4.84,4.88,4.79
5769,https://www.airbnb.com/rooms/5769,1.0,1.0,$42.00,275,4.9,4.9,4.92
6413,https://www.airbnb.com/rooms/6413,,1.0,$109.00,122,4.97,4.99,4.93
6448,https://www.airbnb.com/rooms/6448,1.0,2.0,$240.00,295,4.97,4.97,4.9
8502,https://www.airbnb.com/rooms/8502,1.0,1.0,$85.00,48,4.53,4.49,4.57
13035,https://www.airbnb.com/rooms/13035,2.0,2.0,$160.00,17,5.0,4.94,4.94
18258,https://www.airbnb.com/rooms/18258,3.0,2.0,$171.00,2,5.0,5.0,4.5
22828,https://www.airbnb.com/rooms/22828,1.0,1.0,$65.00,50,4.94,5.0,4.86
22982,https://www.airbnb.com/rooms/22982,2.0,2.0,$350.00,166,4.91,4.93,4.82
23496,https://www.airbnb.com/rooms/23496,3.0,4.0,$200.00,0,,,
25028,https://www.airbnb.com/rooms/25028,2.0,2.0,$221.00,35,4.94,5.0,4.93
40285,https://www.airbnb.com/rooms/40285,2.0,2.0,$450.00,37,4.92,4.94,4.8
47572,https://www.airbnb.com/rooms/47572,1.0,1.0,$43.00,7,5.0,5.0,5.0
50318,https://www.airbnb.com/rooms/50318,2.0,3.0,$136.00,33,4.88,4.72,4.79
57187,https://www.airbnb.com/rooms/57187,1.0,3.0,$109.00,955,4.91,4.94,4.82
69303,https://www.airbnb.com/rooms/69303,1.0,1.0,$181.00,213,4.97,4.96,4.82
69810,https://www.airbnb.com/rooms/69810,1.0,1.0,$134.00,446,4.98,4.98,4.95
70258,https://www.airbnb.com/rooms/70258,1.0,1.0,$239.00,36,4.94,4.97,4.72
70812,https://www.airbnb.com/rooms/70812,1.0,3.0,$165.00,175,4.89,4.94,4.82
72833,https://www.airbnb.com/rooms/72833,1.0,1.0,$132.00,412,4.91,4.92,4.91
73005,https://www.airbnb.com/rooms/73005,2.0,4.0,$297.00,44,4.89,4.88,4.81
73289,https://www.airbnb.com/rooms/73289,2.0,2.0,$111.00,59,4.88,4.89,4.91
74318,https://www.airbnb.com/rooms/74318,1.0,1.0,$194.00,251,4.82,4.86,4.8
75957,https://www.airbnb.com/rooms/75957,1.0,2.0,$163.00,424,4.97,4.98,4.94
76501,https://www.airbnb.com/rooms/76501,1.0,2.0,$144.00,222,4.95,4.95,4.95
76911,https://www.airbnb.com/rooms/76911,5.0,14.0,$893.00,196,4.95,4.95,4.89
76925,https://www.airbnb.com/rooms/76925,3.0,5.0,$400.00,16,4.94,4.81,4.63
77347,https://www.airbnb.com/rooms/77347,1.0,1.0,$104.00,0,,,
77639,https://www.airbnb.com/rooms/77639,2.0,2.0,$179.00,53,4.69,4.69,4.67
78035,https://www.airbnb.com/rooms/78035,4.0,4.0,$1143.00,91,4.99,4.98,4.78
78127,https://www.airbnb.com/rooms/78127,3.0,4.0,$240.00,6,4.2,4.17,4.0
78422,https://www.airbnb.com/rooms/78422,3.0,4.0,$79.00,11,4.82,5.0,4.91
78731,https://www.airbnb.com/rooms/78731,1.0,1.0,$120.00,215,4.98,4.97,4.9
78884,https://www.airbnb.com/rooms/78884,,2.0,$148.00,190,4.77,4.79,4.75
79100,https://www.airbnb.com/rooms/79100,1.0,1.0,$127.00,38,4.97,4.95,4.86
79768,https://www.airbnb.com/rooms/79768,2.0,3.0,$225.00,34,4.71,4.72,4.52
82033,https://www.airbnb.com/rooms/82033,3.0,4.0,$357.00,4,4.25,4.25,5.0
83643,https://www.airbnb.com/rooms/83643,1.0,1.0,$77.00,259,4.96,4.96,4.92
84771,https://www.airbnb.com/rooms/84771,1.0,1.0,$81.00,16,4.67,4.25,4.58
89475,https://www.airbnb.com/rooms/89475,4.0,5.0,$341.00,118,4.85,4.89,4.91
90898,https://www.airbnb.com/rooms/90898,2.0,3.0,$203.00,112,4.72,4.78,4.61
90957,https://www.airbnb.com/rooms/90957,1.0,2.0,$84.00,5,4.6,4.75,4.0
104099,https://www.airbnb.com/rooms/104099,1.0,2.0,$137.00,236,4.88,4.97,4.85
104386,https://www.airbnb.com/rooms/104386,2.0,3.0,$150.00,138,4.97,4.98,4.85
104394,https://www.airbnb.com/rooms/104394,1.0,1.0,$56.00,74,4.61,4.74,4.73
113779,https://www.airbnb.com/rooms/113779,1.0,1.0,$127.00,98,4.87,4.88,4.71
116014,https://www.airbnb.com/rooms/116014,3.0,3.0,$259.00,2,5.0,5.0,5.0
128326,https://www.airbnb.com/rooms/128326,3.0,3.0,$289.00,83,4.94,4.9,4.83
140474,https://www.airbnb.com/rooms/140474,2.0,3.0,$249.00,87,4.89,4.84,4.86
140504,https://www.airbnb.com/rooms/140504,1.0,1.0,$218.00,95,4.91,4.95,4.81
145210,https://www.airbnb.com/rooms/145210,1.0,1.0,$150.00,206,4.9,4.93,4.83
155359,https://www.airbnb.com/rooms/155359,2.0,2.0,$400.00,34,4.87,4.83,4.64
158398,https://www.airbnb.com/rooms/158398,4.0,4.0,$899.00,17,4.82,4.75,4.69
167459,https://www.airbnb.com/rooms/167459,4.0,4.0,$800.00,8,4.63,4.86,4.57
174828,https://www.airbnb.com/rooms/174828,4.0,4.0,$455.00,367,4.89,4.85,4.79
184853,https://www.airbnb.com/rooms/184853,2.0,2.0,$138.00,7,5.0,5.0,5.0
195674,https://www.airbnb.com/rooms/195674,4.0,5.0,$821.00,39,4.95,4.87,4.65
202187,https://www.airbnb.com/rooms/202187,1.0,2.0,$72.00,943,4.87,4.94,4.89
202753,https://www.airbnb.com/rooms/202753,1.0,1.0,$200.00,14,5.0,4.93,4.79
207054,https://www.airbnb.com/rooms/207054,2.0,2.0,$163.00,200,4.9,4.91,4.78
208897,https://www.airbnb.com/rooms/208897,3.0,3.0,$212.00,139,4.96,4.95,4.86
210834,https://www.airbnb.com/rooms/210834,3.0,5.0,$718.00,19,4.89,4.84,4.58
218402,https://www.airbnb.com/rooms/218402,1.0,1.0,$30.00,27,4.72,4.81,4.78
219168,https://www.airbnb.com/rooms/219168,,1.0,$250.00,8,4.88,4.63,4.88
222986,https://www.airbnb.com/rooms/222986,3.0,3.0,$500.00,53,4.96,4.96,4.72
224603,https://www.airbnb.com/rooms/224603,,1.0,$112.00,114,4.94,4.95,4.87
227372,https://www.airbnb.com/rooms/227372,3.0,5.0,$446.00,250,4.89,4.93,4.81
233930,https://www.airbnb.com/rooms/233930,2.0,2.0,$262.00,101,4.94,4.95,4.8
238657,https://www.airbnb.com/rooms/238657,2.0,2.0,$217.00,186,4.98,4.98,4.9
240541,https://www.airbnb.com/rooms/240541,1.0,1.0,$89.00,720,4.62,4.73,4.7
247770,https://www.airbnb.com/rooms/247770,3.0,2.0,$175.00,1,4.0,5.0,5.0
248515,https://www.airbnb.com/rooms/248515,2.0,2.0,$267.00,170,4.83,4.81,4.67
252804,https://www.airbnb.com/rooms/252804,3.0,3.0,$100.00,94,4.67,4.79,4.6
254232,https://www.airbnb.com/rooms/254232,2.0,3.0,$689.00,6,5.0,5.0,4.8
271052,https://www.airbnb.com/rooms/271052,2.0,2.0,$264.00,45,4.89,4.96,4.64
277028,https://www.airbnb.com/rooms/277028,5.0,13.0,$541.00,116,4.69,4.6,4.62
281182,https://www.airbnb.com/rooms/281182,3.0,3.0,$414.00,51,4.9,4.94,4.82
282342,https://www.airbnb.com/rooms/282342,3.0,3.0,$91.00,30,4.77,4.79,4.79
294708,https://www.airbnb.com/rooms/294708,4.0,5.0,$1800.00,296,4.74,4.73,4.74
295275,https://www.airbnb.com/rooms/295275,3.0,3.0,$191.00,65,4.86,4.89,4.73
300574,https://www.airbnb.com/rooms/300574,1.0,3.0,$144.00,441,4.89,4.88,4.76
304808,https://www.airbnb.com/rooms/304808,1.0,1.0,$155.00,351,4.83,4.79,4.82
304866,https://www.airbnb.com/rooms/304866,1.0,2.0,$76.00,176,4.82,4.81,4.81
305392,https://www.airbnb.com/rooms/305392,4.0,5.0,$695.00,13,5.0,5.0,4.77
314152,https://www.airbnb.com/rooms/314152,2.0,,$350.00,0,,,
315239,https://www.airbnb.com/rooms/315239,3.0,3.0,$600.00,2,5.0,5.0,5.0
316630,https://www.airbnb.com/rooms/316630,2.0,2.0,$400.00,9,4.89,5.0,4.67
317148,https://www.airbnb.com/rooms/317148,2.0,3.0,$335.00,39,4.63,4.64,4.56
319759,https://www.airbnb.com/rooms/319759,5.0,9.0,$800.00,297,4.87,4.85,4.71
319887,https://www.airbnb.com/rooms/319887,2.0,3.0,$694.00,2,4.5,4.5,4.0
319894,https://www.airbnb.com/rooms/319894,3.0,3.0,$205.00,185,4.83,4.89,4.87
321069,https://www.airbnb.com/rooms/321069,3.0,3.0,$807.00,1,0.0,,
322834,https://www.airbnb.com/rooms/322834,3.0,5.0,$240.00,47,4.8,4.83,4.7
323733,https://www.airbnb.com/rooms/323733,2.0,2.0,$178.00,362,4.85,4.9,4.81
324480,https://www.airbnb.com/rooms/324480,1.0,1.0,$99.00,1,5.0,5.0,5.0
325889,https://www.airbnb.com/rooms/325889,5.0,6.0,$756.00,84,4.74,4.73,4.62
326172,https://www.airbnb.com/rooms/326172,1.0,1.0,$98.00,23,5.0,4.96,4.96
329172,https://www.airbnb.com/rooms/329172,3.0,3.0,$495.00,7,5.0,5.0,4.83
329306,https://www.airbnb.com/rooms/329306,1.0,1.0,$108.00,583,4.84,4.85,4.78
331549,https://www.airbnb.com/rooms/331549,1.0,1.0,$100.00,0,,,
333442,https://www.airbnb.com/rooms/333442,5.0,5.0,$542.00,166,4.84,4.87,4.77
333815,https://www.airbnb.com/rooms/333815,1.0,1.0,$146.00,164,4.91,4.94,4.82
334616,https://www.airbnb.com/rooms/334616,2.0,2.0,$250.00,2,5.0,4.5,4.5
335885,https://www.airbnb.com/rooms/335885,5.0,6.0,$1000.00,43,4.84,4.85,4.76
335945,https://www.airbnb.com/rooms/335945,2.0,2.0,$264.00,34,4.56,4.26,4.48
337125,https://www.airbnb.com/rooms/337125,1.0,2.0,$80.00,33,4.79,4.76,4.88
340045,https://www.airbnb.com/rooms/340045,1.0,1.0,$400.00,1,1.0,1.0,1.0
340630,https://www.airbnb.com/rooms/340630,2.0,2.0,$50.00,23,4.73,4.81,4.76
341382,https://www.airbnb.com/rooms/341382,4.0,6.0,$750.00,124,4.72,4.7,4.53
341596,https://www.airbnb.com/rooms/341596,2.0,2.0,$150.00,90,5.0,4.98,4.93
342039,https://www.airbnb.com/rooms/342039,1.0,1.0,$177.00,350,4.93,4.93,4.89
342243,https://www.airbnb.com/rooms/342243,1.0,1.0,$44.00,3,5.0,5.0,5.0
343462,https://www.airbnb.com/rooms/343462,1.0,1.0,$157.00,255,4.88,4.91,4.82
343889,https://www.airbnb.com/rooms/343889,,1.0,$47.00,35,4.72,4.84,4.69
345221,https://www.airbnb.com/rooms/345221,2.0,3.0,$299.00,8,4.38,4.5,4.13
345473,https://www.airbnb.com/rooms/345473,3.0,3.0,$401.00,174,4.97,4.96,4.82
345536,https://www.airbnb.com/rooms/345536,2.0,3.0,$192.00,290,4.93,4.96,4.85
347572,https://www.airbnb.com/rooms/347572,2.0,3.0,$125.00,29,4.9,4.89,4.78
347654,https://www.airbnb.com/rooms/347654,3.0,3.0,$607.00,65,4.91,4.84,4.76
347935,https://www.airbnb.com/rooms/347935,2.0,2.0,$643.00,1,5.0,3.0,5.0
349447,https://www.airbnb.com/rooms/349447,1.0,1.0,$157.00,815,4.85,4.9,4.76
349635,https://www.airbnb.com/rooms/349635,1.0,1.0,$88.00,71,4.67,4.79,4.73
350072,https://www.airbnb.com/rooms/350072,3.0,3.0,$825.00,6,5.0,5.0,4.67
351865,https://www.airbnb.com/rooms/351865,1.0,1.0,$75.00,0,,,
353126,https://www.airbnb.com/rooms/353126,1.0,4.0,$64.00,6,4.83,4.8,4.6
353261,https://www.airbnb.com/rooms/353261,4.0,5.0,$761.00,204,4.82,4.86,4.75
353955,https://www.airbnb.com/rooms/353955,2.0,1.0,$225.00,1,4.0,3.0,5.0
354263,https://www.airbnb.com/rooms/354263,1.0,2.0,$160.00,382,4.9,4.92,4.84
354513,https://www.airbnb.com/rooms/354513,3.0,3.0,$630.00,5,5.0,5.0,4.8
354569,https://www.airbnb.com/rooms/354569,2.0,2.0,$248.00,11,5.0,5.0,5.0
355176,https://www.airbnb.com/rooms/355176,1.0,1.0,$110.00,21,4.85,4.9,4.8
355232,https://www.airbnb.com/rooms/355232,3.0,7.0,$1000.00,3,5.0,4.67,5.0
355328,https://www.airbnb.com/rooms/355328,1.0,1.0,$100.00,0,,,
355792,https://www.airbnb.com/rooms/355792,1.0,1.0,$97.00,14,4.85,4.92,4.67
356675,https://www.airbnb.com/rooms/356675,3.0,4.0,$1050.00,2,5.0,5.0,5.0
356719,https://www.airbnb.com/rooms/356719,3.0,3.0,$300.00,1,0.0,5.0,5.0
356837,https://www.airbnb.com/rooms/356837,2.0,5.0,$728.00,35,4.85,4.83,4.71
357529,https://www.airbnb.com/rooms/357529,2.0,2.0,$325.00,333,4.98,4.98,4.91
358164,https://www.airbnb.com/rooms/358164,1.0,2.0,$114.00,220,4.95,4.96,4.86
358643,https://www.airbnb.com/rooms/358643,2.0,1.0,$800.00,0,,,
362460,https://www.airbnb.com/rooms/362460,2.0,2.0,$625.00,0,,,
362662,https://www.airbnb.com/rooms/362662,4.0,10.0,$729.00,108,4.82,4.74,4.66
363040,https://www.airbnb.com/rooms/363040,,2.0,$99.00,355,4.84,4.83,4.83
363944,https://www.airbnb.com/rooms/363944,5.0,7.0,$1154.00,31,4.94,4.93,4.7
364025,https://www.airbnb.com/rooms/364025,1.0,2.0,$225.00,13,4.69,4.54,4.46
364269,https://www.airbnb.com/rooms/364269,3.0,4.0,$402.00,104,4.88,4.93,4.79
364402,https://www.airbnb.com/rooms/364402,1.0,1.0,$65.00,17,4.94,4.94,4.88
365471,https://www.airbnb.com/rooms/365471,3.0,4.0,$344.00,103,4.82,4.83,4.64
367356,https://www.airbnb.com/rooms/367356,2.0,3.0,$152.00,179,4.75,4.82,4.71
367789,https://www.airbnb.com/rooms/367789,4.0,6.0,$2150.00,1,5.0,5.0,5.0
369090,https://www.airbnb.com/rooms/369090,2.0,1.0,$650.00,0,,,
381240,https://www.airbnb.com/rooms/381240,2.0,2.0,$432.00,9,5.0,5.0,4.88
383603,https://www.airbnb.com/rooms/383603,1.0,1.0,$155.00,113,4.88,4.83,4.79
406911,https://www.airbnb.com/rooms/406911,1.0,1.0,$181.00,413,4.95,4.95,4.89
412290,https://www.airbnb.com/rooms/412290,1.0,2.0,$47.00,52,4.67,4.82,4.64
424279,https://www.airbnb.com/rooms/424279,2.0,3.0,$240.00,27,4.89,4.96,4.74
430683,https://www.airbnb.com/rooms/430683,3.0,3.0,$695.00,2,5.0,5.0,5.0
433996,https://www.airbnb.com/rooms/433996,1.0,1.0,$169.00,277,4.81,4.89,4.75
435211,https://www.airbnb.com/rooms/435211,1.0,1.0,$82.00,164,4.84,4.8,4.82
438411,https://www.airbnb.com/rooms/438411,2.0,2.0,$200.00,16,4.94,5.0,4.88
442720,https://www.airbnb.com/rooms/442720,4.0,5.0,$421.00,103,4.81,4.82,4.77
461404,https://www.airbnb.com/rooms/461404,2.0,3.0,$136.00,92,4.76,4.91,4.79
474901,https://www.airbnb.com/rooms/474901,3.0,4.0,$599.00,5,5.0,5.0,5.0
479197,https://www.airbnb.com/rooms/479197,1.0,1.0,$60.00,32,4.94,4.97,4.81
485360,https://www.airbnb.com/rooms/485360,,1.0,$216.00,141,4.96,4.96,4.86
501861,https://www.airbnb.com/rooms/501861,2.0,2.0,$407.00,94,4.97,4.95,4.82
510168,https://www.airbnb.com/rooms/510168,3.0,5.0,$343.00,116,4.92,4.92,4.83
517378,https://www.airbnb.com/rooms/517378,2.0,2.0,$250.00,0,,,
517430,https://www.airbnb.com/rooms/517430,1.0,2.0,$167.00,174,4.99,4.99,4.94
522136,https://www.airbnb.com/rooms/522136,1.0,2.0,$188.00,481,4.96,4.98,4.89
525231,https://www.airbnb.com/rooms/525231,2.0,2.0,$137.00,109,4.88,4.92,4.82
528338,https://www.airbnb.com/rooms/528338,1.0,2.0,$207.00,516,4.9,4.92,4.89
530483,https://www.airbnb.com/rooms/530483,2.0,2.0,$325.00,16,4.54,4.64,4.21
540377,https://www.airbnb.com/rooms/540377,3.0,4.0,$255.00,7,5.0,5.0,4.86
542124,https://www.airbnb.com/rooms/542124,1.0,1.0,$115.00,52,4.98,4.96,4.9
560094,https://www.airbnb.com/rooms/560094,3.0,3.0,$573.00,89,4.88,4.92,4.75
563735,https://www.airbnb.com/rooms/563735,1.0,1.0,$55.00,1,5.0,5.0,5.0
587572,https://www.airbnb.com/rooms/587572,1.0,1.0,$139.00,193,4.78,4.89,4.82
592958,https://www.airbnb.com/rooms/592958,3.0,4.0,$662.00,84,4.9,4.85,4.84
602877,https://www.airbnb.com/rooms/602877,1.0,1.0,$95.00,5,3.75,4.5,4.0
603084,https://www.airbnb.com/rooms/603084,3.0,3.0,$191.00,94,4.77,4.81,4.67
607536,https://www.airbnb.com/rooms/607536,2.0,2.0,$152.00,143,4.87,4.79,4.82
609427,https://www.airbnb.com/rooms/609427,1.0,1.0,$110.00,60,4.83,4.91,4.77
609618,https://www.airbnb.com/rooms/609618,1.0,1.0,$70.00,28,5.0,4.96,5.0
620532,https://www.airbnb.com/rooms/620532,1.0,1.0,$60.00,22,4.95,5.0,4.86
622495,https://www.airbnb.com/rooms/622495,1.0,2.0,$127.00,34,4.91,4.94,4.78
628034,https://www.airbnb.com/rooms/628034,2.0,2.0,$229.00,641,4.91,4.92,4.87
632659,https://www.airbnb.com/rooms/632659,2.0,2.0,$292.00,413,4.99,4.99,4.96
637480,https://www.airbnb.com/rooms/637480,1.0,1.0,$190.00,11,4.8,4.8,4.8
642674,https://www.airbnb.com/rooms/642674,1.0,1.0,$125.00,52,5.0,4.98,4.96
644051,https://www.airbnb.com/rooms/644051,4.0,6.0,$1158.00,37,4.92,4.89,4.86
649833,https://www.airbnb.com/rooms/649833,2.0,2.0,$899.00,1,5.0,5.0,3.0
660425,https://www.airbnb.com/rooms/660425,2.0,2.0,$162.00,167,4.91,4.97,4.82
662226,https://www.airbnb.com/rooms/662226,2.0,2.0,$160.00,24,4.96,5.0,4.86
662245,https://www.airbnb.com/rooms/662245,2.0,2.0,$493.00,2,3.5,4.5,3.0
664013,https://www.airbnb.com/rooms/664013,1.0,1.0,$82.00,187,4.83,4.87,4.88
666423,https://www.airbnb.com/rooms/666423,3.0,3.0,$482.00,16,4.93,4.93,4.87
666768,https://www.airbnb.com/rooms/666768,1.0,1.0,$100.00,8,4.88,5.0,4.88
668239,https://www.airbnb.com/rooms/668239,3.0,3.0,$467.00,116,4.9,4.9,4.85
668301,https://www.airbnb.com/rooms/668301,2.0,2.0,$436.00,170,4.9,4.92,4.8
669469,https://www.airbnb.com/rooms/669469,1.0,1.0,$821.00,350,4.63,4.81,4.62
676107,https://www.airbnb.com/rooms/676107,1.0,1.0,$66.00,253,4.93,4.94,4.92
676959,https://www.airbnb.com/rooms/676959,1.0,1.0,$49.00,417,4.88,4.93,4.92
685361,https://www.airbnb.com/rooms/685361,4.0,7.0,$1350.00,37,4.89,4.95,4.76
685451,https://www.airbnb.com/rooms/685451,,1.0,$20.00,37,4.89,4.83,4.94
686463,https://www.airbnb.com/rooms/686463,4.0,3.0,$1000.00,12,5.0,4.9,4.7
687675,https://www.airbnb.com/rooms/687675,3.0,3.0,$275.00,67,4.7,4.81,4.63
692220,https://www.airbnb.com/rooms/692220,1.0,2.0,$65.00,64,4.68,4.69,4.56
693890,https://www.airbnb.com/rooms/693890,2.0,2.0,$545.00,0,,,
698373,https://www.airbnb.com/rooms/698373,3.0,3.0,$250.00,0,,,
699018,https://www.airbnb.com/rooms/699018,3.0,4.0,$153.00,59,4.62,4.61,4.52
699485,https://www.airbnb.com/rooms/699485,1.0,1.0,$400.00,0,,,
701159,https://www.airbnb.com/rooms/701159,1.0,1.0,$225.00,9,4.67,5.0,4.71
701300,https://www.airbnb.com/rooms/701300,3.0,3.0,$1250.00,0,,,
701392,https://www.airbnb.com/rooms/701392,3.0,3.0,$228.00,142,4.92,4.94,4.88
702474,https://www.airbnb.com/rooms/702474,1.0,1.0,$300.00,0,,,
702825,https://www.airbnb.com/rooms/702825,3.0,3.0,$320.00,242,4.9,4.94,4.88
704589,https://www.airbnb.com/rooms/704589,1.0,1.0,$276.00,44,4.95,4.95,4.8
705858,https://www.airbnb.com/rooms/705858,1.0,1.0,$268.00,821,4.96,4.96,4.91
710276,https://www.airbnb.com/rooms/710276,1.0,2.0,$233.00,5,5.0,5.0,5.0
711149,https://www.airbnb.com/rooms/711149,3.0,4.0,$1100.00,0,,,
714922,https://www.airbnb.com/rooms/714922,2.0,2.0,$89.00,90,4.91,4.96,4.83
716119,https://www.airbnb.com/rooms/716119,1.0,1.0,$149.00,265,4.88,4.9,4.81
719298,https://www.airbnb.com/rooms/719298,4.0,5.0,$850.00,0,,,
720315,https://www.airbnb.com/rooms/720315,1.0,1.0,$200.00,125,4.95,4.95,4.94
720369,https://www.airbnb.com/rooms/720369,3.0,4.0,$244.00,82,4.94,4.94,4.86
723950,https://www.airbnb.com/rooms/723950,3.0,3.0,$180.00,92,4.8,4.87,4.78
726770,https://www.airbnb.com/rooms/726770,1.0,1.0,$70.00,21,4.9,4.89,4.84
727593,https://www.airbnb.com/rooms/727593,3.0,3.0,$5343.00,7,5.0,5.0,4.8
728728,https://www.airbnb.com/rooms/728728,1.0,1.0,$33.00,51,4.92,4.9,4.76
729271,https://www.airbnb.com/rooms/729271,2.0,2.0,$700.00,8,4.71,4.71,4.57
731024,https://www.airbnb.com/rooms/731024,3.0,3.0,$500.00,32,4.97,5.0,4.94
733203,https://www.airbnb.com/rooms/733203,5.0,8.0,$657.00,287,4.95,4.96,4.85
735592,https://www.airbnb.com/rooms/735592,1.0,4.0,$229.00,21,4.9,4.86,4.76
735659,https://www.airbnb.com/rooms/735659,4.0,4.0,$1200.00,0,,,
735775,https://www.airbnb.com/rooms/735775,3.0,2.0,$375.00,0,,,
736279,https://www.airbnb.com/rooms/736279,1.0,1.0,$70.00,19,4.95,4.95,4.89
742593,https://www.airbnb.com/rooms/742593,4.0,4.0,$807.00,133,4.96,4.95,4.84
746317,https://www.airbnb.com/rooms/746317,2.0,3.0,$296.00,81,4.89,4.94,4.7
747499,https://www.airbnb.com/rooms/747499,2.0,2.0,$395.00,105,4.95,4.97,4.92
750935,https://www.airbnb.com/rooms/750935,3.0,4.0,$800.00,38,4.74,4.83,4.67
751847,https://www.airbnb.com/rooms/751847,4.0,4.0,$314.00,139,4.94,4.97,4.89
760036,https://www.airbnb.com/rooms/760036,1.0,1.0,$200.00,5,5.0,5.0,5.0
761955,https://www.airbnb.com/rooms/761955,4.0,4.0,$1000.00,7,5.0,5.0,4.5
762400,https://www.airbnb.com/rooms/762400,4.0,7.0,$685.00,147,4.91,4.92,4.83
763084,https://www.airbnb.com/rooms/763084,4.0,5.0,$1999.00,1,5.0,5.0,5.0
765117,https://www.airbnb.com/rooms/765117,1.0,1.0,$106.00,0,,,
765450,https://www.airbnb.com/rooms/765450,2.0,4.0,$315.00,147,4.99,4.97,4.89
771437,https://www.airbnb.com/rooms/771437,1.0,1.0,$100.00,7,5.0,5.0,5.0
775192,https://www.airbnb.com/rooms/775192,1.0,1.0,$265.00,2,5.0,4.5,5.0
776649,https://www.airbnb.com/rooms/776649,4.0,8.0,$3000.00,59,4.91,4.97,4.81
785963,https://www.airbnb.com/rooms/785963,2.0,3.0,$465.00,97,4.84,4.86,4.74
789994,https://www.airbnb.com/rooms/789994,1.0,1.0,$125.00,0,,,
799135,https://www.airbnb.com/rooms/799135,2.0,3.0,$199.00,3,4.33,4.67,4.33
801521,https://www.airbnb.com/rooms/801521,,3.0,$93.00,195,4.94,4.95,4.9
811086,https://www.airbnb.com/rooms/811086,3.0,3.0,$260.00,7,4.57,4.29,4.14
813709,https://www.airbnb.com/rooms/813709,1.0,1.0,$184.00,59,4.93,4.93,4.91
814908,https://www.airbnb.com/rooms/814908,8.0,10.0,$1153.00,71,4.77,4.75,4.63
825940,https://www.airbnb.com/rooms/825940,1.0,1.0,$105.00,48,4.98,4.92,4.88
826750,https://www.airbnb.com/rooms/826750,5.0,6.0,$260.00,51,4.74,4.88,4.82
839470,https://www.airbnb.com/rooms/839470,1.0,2.0,$60.00,0,,,
846780,https://www.airbnb.com/rooms/846780,2.0,2.0,$190.00,216,4.96,4.95,4.88
850518,https://www.airbnb.com/rooms/850518,2.0,3.0,$191.00,107,4.95,4.88,4.86
860402,https://www.airbnb.com/rooms/860402,2.0,2.0,$130.00,9,5.0,4.89,4.33
867806,https://www.airbnb.com/rooms/867806,1.0,1.0,$99.00,5,5.0,5.0,5.0
870943,https://www.airbnb.com/rooms/870943,1.0,1.0,$223.00,18,4.82,4.94,4.82
878464,https://www.airbnb.com/rooms/878464,2.0,3.0,$500.00,3,5.0,5.0,5.0
879070,https://www.airbnb.com/rooms/879070,1.0,2.0,$98.00,167,4.93,4.96,4.88
883802,https://www.airbnb.com/rooms/883802,1.0,1.0,$131.00,394,4.86,4.9,4.76
883970,https://www.airbnb.com/rooms/883970,1.0,2.0,$172.00,29,5.0,4.96,4.79
890163,https://www.airbnb.com/rooms/890163,1.0,2.0,$129.00,279,4.92,4.91,4.78
890680,https://www.airbnb.com/rooms/890680,3.0,3.0,$750.00,4,5.0,5.0,4.67
892124,https://www.airbnb.com/rooms/892124,1.0,1.0,$160.00,192,4.95,4.94,4.86
893630,https://www.airbnb.com/rooms/893630,3.0,3.0,$236.00,80,4.84,4.87,4.72
894743,https://www.airbnb.com/rooms/894743,1.0,1.0,$55.00,52,4.73,4.88,4.73
895352,https://www.airbnb.com/rooms/895352,4.0,8.0,$600.00,6,5.0,4.83,5.0
895403,https://www.airbnb.com/rooms/895403,1.0,1.0,$82.00,243,4.79,4.87,4.9
900420,https://www.airbnb.com/rooms/900420,3.0,3.0,$775.00,0,,,
904354,https://www.airbnb.com/rooms/904354,5.0,7.0,$1421.00,246,4.78,4.73,4.61
910250,https://www.airbnb.com/rooms/910250,1.0,2.0,$159.00,76,4.86,4.78,4.76
915150,https://www.airbnb.com/rooms/915150,2.0,2.0,$300.00,11,5.0,5.0,4.91
916900,https://www.airbnb.com/rooms/916900,2.0,2.0,$425.00,2,5.0,5.0,4.0
917823,https://www.airbnb.com/rooms/917823,1.0,2.0,$73.00,149,4.96,4.98,4.93
917932,https://www.airbnb.com/rooms/917932,3.0,3.0,$705.00,276,4.72,4.82,4.72
917990,https://www.airbnb.com/rooms/917990,,2.0,$120.00,5,5.0,5.0,4.25
918204,https://www.airbnb.com/rooms/918204,3.0,3.0,$194.00,363,4.62,4.64,4.66
918617,https://www.airbnb.com/rooms/918617,1.0,1.0,$164.00,0,,,
923894,https://www.airbnb.com/rooms/923894,3.0,4.0,$450.00,6,5.0,5.0,5.0
925943,https://www.airbnb.com/rooms/925943,2.0,1.0,$400.00,0,,,
925980,https://www.airbnb.com/rooms/925980,1.0,2.0,$5021.00,2,4.0,5.0,4.0
929579,https://www.airbnb.com/rooms/929579,2.0,,$800.00,0,,,
931667,https://www.airbnb.com/rooms/931667,1.0,1.0,$300.00,6,4.83,5.0,4.33
932231,https://www.airbnb.com/rooms/932231,1.0,1.0,$289.00,63,4.97,4.95,4.82
933868,https://www.airbnb.com/rooms/933868,2.0,2.0,$301.00,8,4.88,4.88,4.75
934471,https://www.airbnb.com/rooms/934471,1.0,2.0,$148.00,3,5.0,5.0,4.67
