id,price,bedrooms,review_scores_rating,number_of_reviews
430683,$695.00,3.0,5.0,2
433996,$169.00,1.0,4.81,277
435211,$82.00,1.0,4.84,164
438411,$200.00,2.0,4.94,16
442720,$421.00,4.0,4.81,103
461404,$136.00,2.0,4.76,92
474901,$599.00,3.0,5.0,5
479197,$60.00,1.0,4.94,32
485360,$216.00,NULL,4.96,141
501861,$407.00,2.0,4.97,94
510168,$343.00,3.0,4.92,116
517378,$250.00,2.0,NULL,0
517430,$167.00,1.0,4.99,174
522136,$188.00,1.0,4.96,481
525231,$137.00,2.0,4.88,109
528338,$207.00,1.0,4.9,516
530483,$325.00,2.0,4.54,16
540377,$255.00,3.0,5.0,7
542124,$115.00,1.0,4.98,52
560094,$573.00,3.0,4.88,89
563735,$55.00,1.0,5.0,1
587572,$139.00,1.0,4.78,193
592958,$662.00,3.0,4.9,84
602877,$95.00,1.0,3.75,5
603084,$191.00,3.0,4.77,94
607536,$152.00,2.0,4.87,143
609427,$110.00,1.0,4.83,60
609618,$70.00,1.0,5.0,28
620532,$60.00,1.0,4.95,22
622495,$127.00,1.0,4.91,34
628034,$229.00,2.0,4.91,641
632659,$292.00,2.0,4.99,413
637480,$190.00,1.0,4.8,11
642674,$125.00,1.0,5.0,52
644051,$1158.00,4.0,4.92,37
649833,$899.00,2.0,5.0,1
660425,$162.00,2.0,4.91,167
662226,$160.00,2.0,4.96,24
662245,$493.00,2.0,3.5,2
664013,$82.00,1.0,4.83,187
666423,$482.00,3.0,4.93,16
666768,$100.00,1.0,4.88,8
668239,$467.00,3.0,4.9,116
668301,$436.00,2.0,4.9,170
669469,$821.00,1.0,4.63,350
676107,$66.00,1.0,4.93,253
676959,$49.00,1.0,4.88,417
685361,$1350.00,4.0,4.89,37
685451,$20.00,NULL,4.89,37
686463,$1000.00,4.0,5.0,12
687675,$275.00,3.0,4.7,67
692220,$65.00,1.0,4.68,64
693890,$545.00,2.0,NULL,0
698373,$250.00,3.0,NULL,0
699018,$153.00,3.0,4.62,59
699485,$400.00,1.0,NULL,0
701159,$225.00,1.0,4.67,9
701300,$1250.00,3.0,NULL,0
701392,$228.00,3.0,4.92,142
702474,$300.00,1.0,NULL,0
702825,$320.00,3.0,4.9,242
704589,$276.00,1.0,4.95,44
705858,$268.00,1.0,4.96,821
710276,$233.00,1.0,5.0,5
711149,$1100.00,3.0,NULL,0
714922,$89.00,2.0,4.91,90
716119,$149.00,1.0,4.88,265
719298,$850.00,4.0,NULL,0
720315,$200.00,1.0,4.95,125
720369,$244.00,3.0,4.94,82
723950,$180.00,3.0,4.8,92
726770,$70.00,1.0,4.9,21
727593,$5343.00,3.0,5.0,7
728728,$33.00,1.0,4.92,51
729271,$700.00,2.0,4.71,8
731024,$500.00,3.0,4.97,32
733203,$657.00,5.0,4.95,287
735592,$229.00,1.0,4.9,21
735659,$1200.00,4.0,NULL,0
735775,$375.00,3.0,NULL,0
736279,$70.00,1.0,4.95,19
742593,$807.00,4.0,4.96,133
746317,$296.00,2.0,4.89,81
747499,$395.00,2.0,4.95,105
750935,$800.00,3.0,4.74,38
751847,$314.00,4.0,4.94,139
760036,$200.00,1.0,5.0,5
761955,$1000.00,4.0,5.0,7
762400,$685.00,4.0,4.91,147
763084,$1999.00,4.0,5.0,1
765117,$106.00,1.0,NULL,0
765450,$315.00,2.0,4.99,147
771437,$100.00,1.0,5.0,7
775192,$265.00,1.0,5.0,2
776649,$3000.00,4.0,4.91,59
785963,$465.00,2.0,4.84,97
789994,$125.00,1.0,NULL,0
799135,$199.00,2.0,4.33,3
801521,$93.00,NULL,4.94,195
811086,$260.00,3.0,4.57,7
813709,$184.00,1.0,4.93,59
814908,$1153.00,8.0,4.77,71
825940,$105.00,1.0,4.98,48
826750,$260.00,5.0,4.74,51
839470,$60.00,1.0,NULL,0
846780,$190.00,2.0,4.96,216
850518,$191.00,2.0,4.95,107
860402,$130.00,2.0,5.0,9
867806,$99.00,1.0,5.0,5
870943,$223.00,1.0,4.82,18
878464,$500.00,2.0,5.0,3
879070,$98.00,1.0,4.93,167
883802,$131.00,1.0,4.86,394
883970,$172.00,1.0,5.0,29
890163,$129.00,1.0,4.92,279
890680,$750.00,3.0,5.0,4
892124,$160.00,1.0,4.95,192
893630,$236.00,3.0,4.84,80
894743,$55.00,1.0,4.73,52
895352,$600.00,4.0,5.0,6
895403,$82.00,1.0,4.79,243
900420,$775.00,3.0,NULL,0
904354,$1421.00,5.0,4.78,246
910250,$159.00,1.0,4.86,76
915150,$300.00,2.0,5.0,11
916900,$425.00,2.0,5.0,2
917823,$73.00,1.0,4.96,149
917932,$705.00,3.0,4.72,276
917990,$120.00,NULL,5.0,5
918204,$194.00,3.0,4.62,363
918617,$164.00,1.0,NULL,0
923894,$450.00,3.0,5.0,6
925943,$400.00,2.0,NULL,0
925980,$5021.00,1.0,4.0,2
929579,$800.00,2.0,NULL,0
931667,$300.00,1.0,4.83,6
932231,$289.00,1.0,4.97,63
933868,$301.00,2.0,4.88,8
934471,$148.00,1.0,5.0,3
935855,$325.00,3.0,5.0,6
936349,$130.00,1.0,4.85,41
937157,$363.00,3.0,4.89,99
939240,$165.00,1.0,4.87,54
942734,$1000.00,2.0,5.0,7
942843,$225.00,3.0,0.0,1
942883,$99.00,1.0,4.85,196
944957,$565.00,5.0,4.6,17
946813,$399.00,2.0,NULL,0
947412,$198.00,3.0,4.76,55
947423,$250.00,1.0,NULL,0
949922,$86.00,1.0,4.89,1099
951272,$128.00,NULL,4.74,989
953071,$114.00,1.0,4.67,78
954116,$204.00,1.0,4.88,238
955612,$241.00,3.0,4.94,158
956708,$75.00,1.0,4.9,12
957282,$1571.00,5.0,4.93,14
957405,$350.00,1.0,NULL,0
959270,$95.00,1.0,4.89,286
959630,$246.00,1.0,4.98,169
960315,$377.00,5.0,4.86,209
960376,$49.00,1.0,4.89,9
961883,$750.00,1.0,4.76,414
967451,$131.00,1.0,4.83,24
968817,$20.00,NULL,4.88,26
968844,$226.00,2.0,4.96,101
968883,$178.00,1.0,4.64,34
974793,$1000.00,2.0,4.6,10
977492,$110.00,1.0,4.9,584
977906,$115.00,1.0,4.89,9
978089,$200.00,1.0,5.0,1
979637,$330.00,3.0,4.5,4
980785,$350.00,1.0,NULL,0
985426,$44.00,1.0,4.96,27
996332,$96.00,1.0,4.96,200
999823,$198.00,1.0,4.94,345
1001303,$363.00,3.0,4.99,81
1001673,$86.00,1.0,4.86,28
1024597,$149.00,1.0,4.84,89
1034604,$1321.00,5.0,5.0,20
1059128,$242.00,3.0,4.51,195
1109489,$307.00,1.0,4.95,208
1126920,$426.00,4.0,4.98,287
1135629,$1224.00,4.0,4.83,6
1141445,$72.00,1.0,4.92,24
1143126,$240.00,2.0,NULL,0
1144900,$64.00,1.0,5.0,4
1148536,$553.00,3.0,4.89,319
1157268,$691.00,3.0,4.65,211
1157317,$872.00,4.0,4.64,184
1162922,$432.00,2.0,4.57,207
1165854,$65.00,1.0,4.68,37
1195493,$127.00,1.0,4.96,190
1197928,$250.00,3.0,NULL,0
1213690,$457.00,3.0,4.95,590
1242559,$300.00,2.0,4.56,9
1248702,$171.00,1.0,4.87,308
1255816,$133.00,1.0,4.9,597
1265154,$236.00,1.0,4.98,61
1278532,$250.00,1.0,4.91,713
1284787,$428.00,3.0,5.0,2
1286773,$267.00,1.0,5.0,2
1296548,$258.00,2.0,4.57,9
1307181,$301.00,2.0,4.86,14
1317291,$175.00,1.0,4.84,148
1321453,$234.00,1.0,NULL,0
1327668,$84.00,1.0,4.94,191
1342654,$114.00,1.0,4.76,177
1343707,$582.00,5.0,4.9,66
1349780,$499.00,4.0,4.91,47
1388265,$460.00,4.0,4.95,197
1391406,$104.00,1.0,4.97,35
1397983,$150.00,2.0,4.77,22
1398635,$103.00,NULL,4.91,311
1401705,$46.00,1.0,4.9,270
1403668,$350.00,NULL,5.0,3
1428582,$784.00,5.0,4.91,287
1440830,$120.00,1.0,4.93,91
1441538,$1750.00,4.0,5.0,1
1446294,$150.00,2.0,NULL,0
1461266,$218.00,1.0,4.89,72
1462311,$178.00,1.0,4.94,1084
1462557,$96.00,1.0,4.91,170
1484462,$115.00,1.0,4.96,300
1499714,$180.00,NULL,4.79,559
1502213,$68.00,NULL,4.92,12
1507941,$185.00,1.0,4.97,132
1542596,$500.00,1.0,NULL,0
1542779,$82.00,1.0,4.88,289
1561778,$250.00,3.0,5.0,3
1570491,$432.00,2.0,4.47,234
1574481,$314.00,2.0,4.95,44
1576290,$115.00,1.0,NULL,0
1577342,$115.00,NULL,4.9,301
1578787,$425.00,2.0,4.0,1
1579405,$377.00,3.0,4.85,232
1586879,$175.00,NULL,NULL,0
1592065,$395.00,1.0,4.84,71
1593451,$151.00,1.0,4.92,258
1594441,$155.00,2.0,4.79,29
1599035,$557.00,4.0,4.89,252
1608290,$1100.00,3.0,NULL,0
1608994,$165.00,2.0,4.98,84
1612438,$339.00,2.0,4.91,74
1618754,$100.00,1.0,4.75,8
1627417,$130.00,2.0,4.92,138
1640231,$159.00,1.0,4.86,243
1641751,$146.00,2.0,4.93,405
1649463,$1650.00,4.0,NULL,0
1654316,$436.00,2.0,4.85,27
1664692,$132.00,1.0,4.96,173
1673142,$1118.00,5.0,4.98,47
1677516,$48.00,1.0,4.88,16
1681072,$592.00,4.0,4.94,181
1682346,$257.00,1.0,4.81,17
1683574,$305.00,2.0,4.94,80
1690154,$170.00,1.0,4.92,88
1692542,$140.00,2.0,5.0,6
1698089,$140.00,1.0,4.9,49
1699415,$236.00,1.0,4.94,86
1703216,$296.00,1.0,4.98,131
1704436,$213.00,2.0,4.95,240
1704832,$400.00,2.0,4.73,15
1706466,$68.00,1.0,4.88,17
1712329,$300.00,1.0,NULL,0
1717090,$309.00,2.0,4.32,40
1720604,$530.00,4.0,4.95,43
1725159,$110.00,2.0,NULL,0
1725964,$291.00,3.0,4.91,35
1727257,$119.00,1.0,4.94,72
1728927,$353.00,2.0,4.83,25
1731755,$106.00,1.0,4.9,10
1733137,$179.00,1.0,4.97,202
1736648,$469.00,3.0,4.57,220
1737139,$118.00,1.0,4.93,242
1737270,$59.00,1.0,4.67,238
1746957,$400.00,1.0,NULL,0
1751718,$246.00,2.0,4.83,90
1755240,$965.00,4.0,4.7,190
1781521,$100.00,1.0,5.0,2
1793471,$882.00,3.0,4.94,108
1795965,$201.00,2.0,4.89,151
1802053,$264.00,4.0,4.79,24
1803353,$885.00,3.0,4.95,19
1805494,$300.00,NULL,4.86,56
1814899,$650.00,2.0,4.83,7
1822588,$282.00,3.0,4.78,360
1825193,$89.00,1.0,5.0,35
1826078,$305.00,1.0,NULL,0
1827913,$450.00,3.0,NULL,0
1830545,$194.00,2.0,4.82,51
1831035,$482.00,3.0,4.89,71
1836617,$2600.00,8.0,5.0,39
1843753,$289.00,2.0,4.78,9
1850914,$125.00,1.0,4.91,11
1854638,$350.00,1.0,NULL,0
1854758,$236.00,3.0,4.8,5
1860352,$237.00,2.0,4.94,124
1865762,$155.00,1.0,NULL,0
1875121,$166.00,1.0,4.94,436
1880094,$125.00,NULL,4.94,803
1892933,$266.00,3.0,4.9,134
1900496,$800.00,2.0,NULL,0
1901790,$146.00,1.0,4.64,35
1906190,$115.00,1.0,4.92,738
1913498,$421.00,1.0,5.0,32
1919207,$150.00,1.0,NULL,0
1927188,$400.00,2.0,4.67,3
1928538,$70.00,1.0,3.71,7
1929377,$52.00,1.0,4.98,54
1930750,$158.00,1.0,4.92,26
1934911,$72.00,1.0,4.76,109
1935282,$183.00,1.0,4.95,550
1954417,$50.00,1.0,4.96,158
1990225,$179.00,1.0,3.67,3
1997625,$150.00,NULL,4.87,97
2010358,$142.00,NULL,4.83,397
2038344,$476.00,3.0,4.92,25
2045501,$975.00,3.0,5.0,5
2048537,$1121.00,4.0,5.0,71
2049254,$81.00,1.0,4.85,198
2056845,$375.00,2.0,4.95,19
2057533,$123.00,1.0,4.67,3
2098455,$239.00,2.0,4.8,101
2104280,$402.00,3.0,4.82,97
2124726,$771.00,4.0,4.95,57
2126912,$590.00,3.0,5.0,2
2130032,$237.00,2.0,4.54,72
2138690,$50.00,1.0,4.98,49
2138750,$385.00,6.0,5.0,18
2139352,$293.00,2.0,4.58,20
2141987,$2286.00,3.0,5.0,3
2149362,$100.00,1.0,5.0,1
2168813,$575.00,3.0,4.9,21
2174970,$529.00,4.0,4.91,318
2183136,$5000.00,4.0,NULL,0
2187256,$95.00,1.0,4.96,26
2189688,$419.00,1.0,5.0,1
2198635,$207.00,2.0,4.91,76
2200205,$144.00,1.0,4.91,176
2208270,$206.00,2.0,4.98,184
2223634,$251.00,2.0,4.91,301
2227127,$355.00,2.0,5.0,11
2227221,$3833.00,6.0,5.0,2
2227288,$102.00,1.0,4.5,2
2227564,$700.00,1.0,NULL,0
2231056,$101.00,1.0,4.96,178
2236988,$1200.00,5.0,4.8,5
2248559,$311.00,4.0,4.93,145
2250253,$200.00,2.0,5.0,1
2254118,$154.00,3.0,5.0,9
2254712,$214.00,2.0,4.99,514
2266768,$105.00,1.0,4.84,751
2272446,$500.00,NULL,NULL,0
2273233,$174.00,1.0,4.94,68
2273498,$441.00,2.0,4.66,183
2277691,$400.00,3.0,5.0,2
2282208,$459.00,3.0,4.87,52
2292322,$167.00,1.0,4.82,301
2292679,$400.00,2.0,5.0,3
2299148,$55.00,1.0,4.33,6
2303288,$164.00,1.0,NULL,0
2304794,$750.00,2.0,NULL,0
2310024,$175.00,1.0,4.56,35
2310634,$129.00,1.0,4.5,12
2311118,$99.00,1.0,NULL,0
2318061,$300.00,3.0,NULL,0
2318394,$80.00,1.0,4.88,317
2322667,$345.00,3.0,5.0,23
2326028,$1200.00,2.0,NULL,0
2326669,$885.00,3.0,5.0,1
2332927,$700.00,2.0,NULL,0
2336368,$128.00,1.0,4.98,292
2336937,$342.00,3.0,4.74,53
2337430,$1500.00,4.0,NULL,0
2338993,$950.00,3.0,5.0,3
2339860,$200.00,1.0,NULL,0
2346097,$400.00,3.0,5.0,2
2349447,$112.00,1.0,4.92,528
2350341,$475.00,2.0,NULL,0
2350566,$85.00,1.0,5.0,14
2352061,$600.00,2.0,5.0,9
2355556,$1000.00,3.0,4.56,9
2356432,$2000.00,3.0,NULL,0
2357048,$200.00,1.0,4.33,6
2357311,$193.00,1.0,4.98,129
2360031,$195.00,2.0,5.0,3
2361530,$750.00,3.0,NULL,0
2365093,$950.00,2.0,5.0,1
2367942,$150.00,1.0,4.0,1
2368211,$350.00,2.0,NULL,0
2373871,$125.00,NULL,NULL,0
2377337,$123.00,NULL,4.91,192
2380227,$475.00,2.0,5.0,1
2380947,$1257.00,4.0,NULL,0
2381227,$900.00,2.0,NULL,0
2381241,$267.00,1.0,NULL,0
2384000,$68.00,NULL,5.0,16
2384420,$900.00,2.0,5.0,1
2384692,$135.00,1.0,NULL,0
2386534,$179.00,2.0,4.85,27
2387160,$3800.00,5.0,NULL,0
2389513,$2000.00,4.0,NULL,0
2390894,$210.00,2.0,4.95,170
2391847,$200.00,1.0,NULL,0
2394252,$333.00,1.0,NULL,0
2396602,$150.00,2.0,4.99,249
2405927,$875.00,2.0,NULL,0
2406879,$72.00,1.0,4.74,19
2406891,$161.00,1.0,4.83,36
2410434,$850.00,1.0,NULL,0
2412870,$150.00,3.0,4.33,3
2416095,$93.00,3.0,4.67,3
2417854,$99.00,1.0,4.94,17
2418647,$189.00,2.0,4.89,190
2423468,$195.00,2.0,5.0,20
2424756,$135.00,1.0,4.0,1
2426296,$550.00,4.0,NULL,0
2426713,$400.00,2.0,NULL,0
2426905,$997.00,4.0,4.51,215
2431123,$550.00,2.0,5.0,3
2432292,$446.00,2.0,5.0,17
2435143,$95.00,1.0,NULL,0
2436403,$400.00,1.0,NULL,0
2436752,$400.00,3.0,NULL,0
2440938,$1200.00,4.0,NULL,0
2442377,$49.00,1.0,4.97,33
2446783,$179.00,3.0,5.0,9
2447244,$250.00,1.0,5.0,9
2452800,$148.00,1.0,4.94,204
2453663,$40.00,1.0,4.88,17
2453713,$207.00,3.0,4.4,5
2454131,$300.00,2.0,5.0,1
2454882,$375.00,2.0,NULL,0
2457749,$165.00,2.0,4.5,2
2459312,$2500.00,4.0,NULL,0
2460804,$200.00,1.0,NULL,0
2461046,$125.00,2.0,4.0,1
2461349,$120.00,1.0,4.0,1
2461909,$550.00,1.0,NULL,0
2464759,$217.00,2.0,4.86,14
2466535,$160.00,2.0,4.8,26
2467149,$250.00,2.0,NULL,0
2467163,$300.00,1.0,NULL,0
2467384,$138.00,2.0,4.97,38
2467411,$91.00,1.0,4.75,8
2474321,$1000.00,1.0,NULL,0
2474359,$1000.00,1.0,NULL,0
2474432,$500.00,1.0,NULL,0
2476940,$159.00,1.0,4.65,24
2477149,$175.00,1.0,4.94,51
2477580,$300.00,1.0,NULL,0
2482898,$500.00,3.0,NULL,0
2482916,$450.00,5.0,4.9,52
2483752,$225.00,1.0,NULL,0
2488935,$650.00,3.0,5.0,1
2489487,$775.00,2.0,NULL,0
2492407,$240.00,NULL,4.98,136
2493385,$356.00,3.0,4.77,134
2496308,$100.00,1.0,NULL,0
2500385,$119.00,1.0,4.89,693
2501144,$100.00,1.0,5.0,1
2501145,$200.00,1.0,NULL,0
2501888,$91.00,1.0,4.76,119
2502288,$115.00,1.0,4.0,2
2502431,$175.00,1.0,NULL,0
2509594,$400.00,2.0,NULL,0
2512706,$200.00,1.0,NULL,0
2516299,$166.00,1.0,4.92,27
2519952,$200.00,2.0,5.0,1
2521003,$193.00,1.0,4.98,220
2521310,$225.00,1.0,NULL,0
2521443,$165.00,2.0,NULL,0
2524101,$110.00,1.0,4.87,39
2526099,$180.00,2.0,4.88,16
2528473,$92.00,1.0,4.9,986
2528829,$300.00,1.0,NULL,0
2529203,$227.00,2.0,4.95,19
2546012,$93.00,2.0,5.0,24
2551278,$70.00,1.0,NULL,0
2553977,$120.00,1.0,4.9,10
2558549,$499.00,3.0,5.0,10
2607561,$150.00,3.0,NULL,0
2639623,$119.00,1.0,4.9,42
2650844,$5000.00,4.0,4.91,129
2657000,$74.00,2.0,4.74,23
2665394,$599.00,4.0,4.95,186
2677765,$201.00,2.0,4.84,129
2686649,$161.00,1.0,4.93,183
2710898,$144.00,2.0,4.63,78
2723009,$500.00,2.0,NULL,0
2746300,$89.00,1.0,4.73,38
2746832,$821.00,3.0,5.0,3
2832008,$219.00,2.0,4.88,120
2832087,$161.00,2.0,4.74,62
2853144,$49.00,1.0,4.97,34
2855422,$214.00,1.0,4.8,263
2855712,$343.00,1.0,4.78,78
2867059,$95.00,1.0,4.65,574
2885662,$1371.00,4.0,5.0,17
2914322,$500.00,3.0,5.0,6
2926708,$1200.00,4.0,4.98,50
2941755,$219.00,3.0,5.0,4
2964193,$389.00,2.0,NULL,0
2979222,$952.00,4.0,4.7,172
2984602,$161.00,1.0,4.94,98
2989481,$169.00,2.0,4.91,102
2989616,$39.00,1.0,4.92,37
2992224,$183.00,2.0,4.93,126
2994424,$190.00,2.0,4.97,103
3028269,$60.00,1.0,5.0,8
3032156,$321.00,1.0,5.0,21
3041605,$432.00,4.0,4.96,25
3053308,$48.00,1.0,4.62,138
3091862,$178.00,3.0,4.86,93
3104453,$378.00,2.0,4.72,167
3104715,$471.00,2.0,4.74,189
3111194,$100.00,1.0,4.67,6
3122479,$569.00,3.0,4.8,155
3124593,$600.00,3.0,4.94,64
3125271,$250.00,2.0,5.0,1
3151369,$186.00,1.0,4.92,98
3154788,$105.00,1.0,4.25,4
3163510,$231.00,1.0,4.28,287
3214547,$2371.00,3.0,5.0,4
3225770,$257.00,2.0,4.97,39
3229143,$145.00,2.0,4.77,123
3230604,$149.00,2.0,4.93,284
3271554,$59.00,1.0,4.96,28
3271751,$89.00,1.0,NULL,0
3281553,$542.00,3.0,4.89,36
3294395,$177.00,1.0,4.83,102
3294758,$108.00,NULL,4.88,43
3349126,$232.00,2.0,4.77,105
3349679,$492.00,2.0,4.68,189
3386939,$173.00,1.0,4.9,533
3404974,$135.00,2.0,5.0,19
3416245,$129.00,1.0,5.0,18
3424259,$96.00,1.0,4.77,527
3432804,$829.00,3.0,5.0,11
3432834,$161.00,NULL,4.83,238
3475010,$93.00,NULL,4.87,92
3478000,$152.00,2.0,4.93,92
3495822,$55.00,1.0,NULL,0
3513732,$295.00,2.0,4.83,19
3534046,$81.00,1.0,4.63,35
3539813,$136.00,2.0,4.88,70
3543315,$500.00,1.0,NULL,0
3543410,$243.00,1.0,4.96,185
3548997,$403.00,2.0,4.72,158
3549253,$411.00,2.0,4.66,206
3549443,$403.00,2.0,4.78,158
3567906,$589.00,2.0,NULL,0
3603024,$168.00,2.0,4.26,249
3609272,$374.00,2.0,4.79,141
3613678,$214.00,2.0,4.8,21
3615030,$513.00,3.0,4.71,42
3629021,$67.00,1.0,4.72,29
3637181,$125.00,1.0,5.0,28
3638500,$190.00,1.0,5.0,1
3654144,$169.00,1.0,4.99,70
3689085,$138.00,1.0,4.92,404
3720498,$566.00,1.0,4.61,33
3801572,$72.00,1.0,4.95,437
3802304,$86.00,1.0,5.0,2
3831262,$135.00,2.0,4.75,296
3840726,$175.00,1.0,4.93,300
3862246,$115.00,1.0,4.8,518
3868266,$77.00,NULL,4.55,29
3875997,$157.00,2.0,4.88,8
3876436,$200.00,1.0,NULL,0
3883966,$542.00,2.0,NULL,0
3904915,$90.00,1.0,4.97,123
3911693,$88.00,1.0,4.88,216
3916923,$2397.00,5.0,5.0,48
3920081,$41.00,1.0,4.76,152
3931350,$250.00,2.0,NULL,0
3939734,$75.00,1.0,5.0,1
3946696,$135.00,1.0,4.84,90
3953357,$2000.00,2.0,5.0,2
3958601,$186.00,2.0,4.79,80
3959242,$225.00,NULL,4.9,60
3961373,$75.00,2.0,5.0,3
3979017,$72.00,1.0,4.86,128
3979249,$500.00,2.0,NULL,0
3999345,$1250.00,2.0,4.75,4
4012735,$50.00,1.0,5.0,2
4013309,$222.00,2.0,4.96,323
4013329,$198.00,1.0,4.97,185
4014472,$145.00,2.0,4.95,169
4030864,$585.00,3.0,4.95,292
